Zeit [h],Temperatur [°C],Globalstrahlung [kWh/m²],Heizwärmebedarf [kWh]
968,0.22,0.00,21.55
969,0.48,0.00,3.35
970,0.97,0.01,3.90
971,1.65,0.07,3.95
972,2.12,0.12,4.06
973,2.82,0.13,3.76
974,3.42,0.18,4.03
975,3.37,0.09,4.62
976,3.25,0.02,4.94
977,2.75,0.02,22.54
978,2.32,0.01,21.25
979,2.08,0.01,20.42
980,1.82,0.00,19.88
981,1.73,0.00,19.40
982,1.48,0.00,19.09
983,1.32,0.00,1.78
984,0.33,0.00,3.40
985,0.23,0.00,4.39
986,0.32,0.00,4.92
987,0.38,0.00,5.31
988,0.42,0.00,5.64
989,0.52,0.00,5.90
990,0.60,0.00,6.13
991,0.73,0.00,23.41
992,0.95,0.00,21.85
993,1.25,0.00,3.63
994,1.92,0.01,4.42
995,2.53,0.01,4.53
996,2.65,0.07,4.76
997,2.10,0.07,5.33
998,2.13,0.05,5.55
999,2.37,0.06,5.56
1000,2.43,0.07,5.78
1001,2.42,0.05,23.19
1002,2.55,0.02,21.73
1003,2.63,0.00,20.73
1004,2.70,0.00,20.03
1005,2.72,0.00,19.50
1006,2.77,0.00,19.04
1007,2.90,0.00,1.63
1008,3.07,0.00,2.79
1009,3.10,0.00,3.60
1010,3.08,0.00,4.18
1011,2.90,0.00,4.63
1012,2.85,0.00,5.00
1013,2.80,0.00,5.29
1014,2.82,0.00,5.53
1015,2.95,0.00,22.81
1016,3.42,0.00,21.13
1017,3.83,0.00,2.90
1018,4.67,0.01,3.36
1019,6.37,0.05,3.10
1020,6.77,0.09,2.57
1021,7.50,0.17,2.82
1022,7.68,0.12,3.16
1023,7.70,0.06,3.25
1024,7.30,0.09,3.24
1025,6.13,0.12,21.29
1026,5.02,0.05,20.42
1027,4.38,0.01,19.82
1028,3.65,0.00,19.45
1029,3.10,0.00,19.19
1030,2.52,0.00,18.98
1031,1.77,0.00,1.91
1032,1.20,0.00,3.39
1033,0.83,0.00,4.40
1034,0.75,0.00,5.01
1035,0.77,0.00,5.43
1036,0.78,0.00,5.73
1037,0.77,0.00,6.02
1038,0.68,0.00,6.29
1039,0.75,0.00,23.60
1040,0.93,0.00,22.05
1041,1.88,0.00,3.53
1042,3.02,0.02,3.95
1043,3.97,0.05,2.79
1044,4.38,0.14,2.28
1045,5.08,0.17,3.00
1046,5.72,0.17,3.05
1047,5.90,0.16,3.92
1048,6.23,0.01,4.08
1049,5.93,0.02,21.48
1050,4.72,0.02,20.38
1051,4.28,0.02,19.84
1052,5.78,0.00,18.61
1053,5.68,0.00,17.97
1054,4.62,0.00,17.93
1055,4.17,0.00,0.92
1056,3.17,0.00,2.43
1057,2.95,0.00,3.37
1058,2.20,0.00,4.24
1059,1.62,0.00,4.86
1060,-0.95,0.00,6.10
1061,-1.43,0.00,6.86
1062,-1.22,0.00,6.98
1063,-1.43,0.00,24.35
1064,-1.07,0.00,22.85
1065,0.62,0.00,2.90
1066,3.43,0.05,2.88
1067,5.45,0.09,1.93
1068,7.37,0.15,1.03
1069,8.45,0.15,0.81
1070,9.68,0.10,0.58
1071,10.17,0.14,0.60
1072,10.05,0.17,1.05
1073,7.55,0.12,19.36
1074,4.92,0.06,19.31
1075,2.37,0.02,19.59
1076,1.10,0.00,19.74
1077,-0.17,0.00,19.71
1078,-0.52,0.00,19.60
1079,-0.97,0.00,2.37
1080,-1.63,0.00,3.89
1081,-2.17,0.00,5.07
1082,-2.48,0.00,5.74
1083,-2.70,0.00,6.32
1084,-2.45,0.00,6.53
1085,-2.92,0.00,7.05
1086,-2.32,0.00,7.09
1087,-3.25,0.00,24.81
1088,-1.85,0.00,22.92
1089,0.15,0.00,3.93
1090,2.32,0.02,3.88
1091,4.98,0.06,2.25
1092,7.80,0.15,1.50
1093,10.17,0.19,0.68
1094,12.52,0.21,0.22
1095,13.90,0.17,0.06
1096,14.18,0.18,0.10
1097,9.78,0.14,17.63
1098,7.55,0.07,17.99
1099,5.18,0.02,18.28
1100,3.50,0.00,18.48
1101,2.32,0.00,18.45
1102,1.50,0.00,18.57
1103,1.12,0.00,1.40
1104,0.33,0.00,2.97
1105,-0.28,0.00,4.08
1106,-0.72,0.00,4.85
1107,-1.23,0.00,5.53
1108,-1.48,0.00,5.94
1109,-1.40,0.00,6.35
1110,-0.48,0.00,6.19
1111,-0.30,0.00,23.43
1112,0.22,0.00,21.77
1113,1.27,0.00,2.01
1114,3.33,0.04,1.50
1115,6.02,0.09,0.47
1116,6.65,0.10,0.51
1117,7.07,0.05,0.67
1118,7.17,0.09,0.76
1119,7.42,0.17,0.64
1120,7.15,0.09,0.66
1121,7.05,0.08,17.30
1122,6.72,0.07,16.75
1123,6.67,0.03,16.75
1124,6.83,0.00,16.26
1125,6.97,0.00,15.93
1126,7.48,0.00,15.36
1127,7.50,0.00,0.03
1128,6.82,0.00,0.27
1129,5.58,0.00,1.03
1130,5.42,0.00,1.60
1131,5.15,0.00,2.06
1132,4.83,0.00,2.58
1133,3.82,0.00,3.23
1134,4.22,0.00,3.44
1135,3.97,0.00,20.91
1136,4.37,0.00,19.27
1137,5.93,0.00,0.24
1138,6.87,0.05,0.38
1139,7.75,0.10,0.06
1140,8.55,0.12,0.19
1141,9.18,0.20,0.21
1142,8.77,0.20,0.30
1143,8.72,0.15,0.33
1144,8.73,0.16,0.37
1145,8.37,0.12,16.81
1146,7.90,0.08,16.40
1147,7.08,0.03,16.18
1148,7.07,0.00,15.83
1149,6.93,0.00,15.46
1150,6.63,0.00,15.25
1151,6.45,0.00,0.03
1152,5.68,0.00,0.30
1153,5.38,0.00,0.82
1154,5.32,0.00,1.31
1155,3.90,0.00,2.06
1156,2.55,0.00,3.10
1157,3.37,0.00,3.16
1158,3.63,0.00,3.28
1159,3.57,0.00,20.71
1160,4.08,0.00,19.05
1161,4.70,0.00,0.45
1162,5.87,0.04,1.07
1163,7.03,0.04,0.77
1164,8.20,0.15,0.74
1165,8.77,0.15,0.46
1166,9.35,0.22,0.40
1167,9.67,0.22,0.26
1168,9.45,0.18,0.80
1169,7.67,0.08,16.79
1170,4.87,0.09,17.10
1171,3.07,0.03,17.88
1172,1.33,0.00,18.33
1173,0.45,0.00,18.33
1174,-0.13,0.00,18.22
1175,-1.13,0.00,1.46
1176,-1.47,0.00,2.81
1177,-2.20,0.00,4.06
1178,-2.23,0.00,4.76
1179,-1.75,0.00,5.03
1180,-1.12,0.00,5.08
1181,-1.38,0.00,5.51
1182,-1.58,0.00,5.89
1183,-1.63,0.00,23.29
1184,-1.82,0.00,21.90
1185,-1.78,0.00,2.94
1186,-1.20,0.06,4.08
1187,0.62,0.09,3.78
1188,5.10,0.15,2.48
1189,7.97,0.15,0.97
1190,9.80,0.22,0.85
1191,10.00,0.14,0.94
1192,9.95,0.14,1.22
1193,9.55,0.09,18.76
1194,8.32,0.05,17.89
1195,8.18,0.02,17.19
1196,7.73,0.00,16.75
1197,7.65,0.00,16.27
1198,7.47,0.00,15.97
1199,7.43,0.00,0.06
1200,7.32,0.00,0.42
1201,7.13,0.00,0.89
1202,6.93,0.00,1.41
1203,6.95,0.00,1.83
1204,6.90,0.00,2.21
1205,7.08,0.00,2.45
1206,7.20,0.00,2.64
1207,7.40,0.00,19.89
1208,7.55,0.00,18.36
1209,7.92,0.00,0.01
1210,8.50,0.04,0.00
1211,8.50,0.06,0.00
1212,8.68,0.06,0.01
1213,8.33,0.09,0.15
1214,8.42,0.17,0.24
1215,8.53,0.09,0.20
1216,8.57,0.08,0.22
1217,8.50,0.13,16.18
1218,8.85,0.08,14.92
1219,9.07,0.03,14.91
1220,9.03,0.00,14.56
1221,9.47,0.00,14.08
1222,9.75,0.00,13.63
1223,9.70,0.00,0.00
1224,9.77,0.00,0.00
1225,10.03,0.00,0.05
1226,10.25,0.00,0.14
1227,10.52,0.00,0.19
1228,10.58,0.00,0.24
1229,10.43,0.00,0.40
1230,10.70,0.00,0.49
1231,10.87,0.00,16.86
1232,10.88,0.00,15.49
1233,11.20,0.00,0.00
1234,11.48,0.04,0.00
1235,11.57,0.06,0.00
1236,12.60,0.10,0.00
1237,12.97,0.15,0.00
1238,12.05,0.22,0.00
1239,12.47,0.20,0.00
1240,11.63,0.16,0.00
1241,11.05,0.14,12.09
1242,10.68,0.09,11.91
1243,10.50,0.03,12.40
1244,10.40,0.00,12.24
1245,10.78,0.00,11.89
1246,10.95,0.00,11.55
1247,10.88,0.00,0.00
1248,10.85,0.00,0.00
1249,10.93,0.00,0.00
1250,11.00,0.00,0.00
1251,10.90,0.00,0.00
1252,10.60,0.00,0.01
1253,10.52,0.00,0.07
1254,9.83,0.00,0.15
1255,9.77,0.00,15.60
1256,9.97,0.00,14.23
1257,9.75,0.00,0.00
1258,9.60,0.05,0.00
1259,9.68,0.10,0.01
1260,10.12,0.05,0.06
1261,10.17,0.01,0.00
1262,9.87,0.19,0.00
1263,9.87,0.23,0.00
1264,9.83,0.20,0.00
1265,9.83,0.15,14.73
1266,10.00,0.09,13.43
1267,9.62,0.03,13.38
1268,9.35,0.00,13.15
1269,9.40,0.00,12.80
1270,9.40,0.00,12.49
1271,9.28,0.00,0.00
1272,9.27,0.00,0.00
1273,9.32,0.00,0.00
1274,9.48,0.00,0.04
1275,9.57,0.00,0.11
1276,9.37,0.00,0.19
1277,9.28,0.00,0.29
1278,9.20,0.00,0.41
1279,9.12,0.00,16.37
1280,9.02,0.00,15.07
1281,8.93,0.00,0.00
1282,8.78,0.05,0.00
1283,8.80,0.10,0.00
1284,9.30,0.16,0.00
1285,9.03,0.14,0.00
1286,8.80,0.22,0.00
1287,8.78,0.22,0.01
1288,9.20,0.16,0.00
1289,8.73,0.14,13.05
1290,8.32,0.08,12.80
1291,8.65,0.03,13.06
1292,9.08,0.00,12.66
1293,8.72,0.00,12.53
1294,8.38,0.00,12.44
1295,8.02,0.00,0.00
1296,7.45,0.00,0.00
1297,5.90,0.00,0.13
1298,4.97,0.00,0.46
1299,4.78,0.00,0.69
1300,4.42,0.00,0.90
1301,4.23,0.00,1.12
1302,4.22,0.00,1.34
1303,3.80,0.00,18.65
1304,4.33,0.00,17.24
1305,5.35,0.00,0.01
1306,5.93,0.06,0.13
1307,6.38,0.11,0.14
1308,6.77,0.17,0.39
1309,7.08,0.10,0.34
1310,7.85,0.18,0.48
1311,7.08,0.09,0.53
1312,7.28,0.14,0.31
1313,5.97,0.16,16.83
1314,4.37,0.10,16.80
1315,3.63,0.03,16.68
1316,1.93,0.00,16.97
1317,1.77,0.00,16.66
1318,0.68,0.00,16.83
1319,0.22,0.00,0.53
1320,-0.50,0.00,1.45
1321,-0.43,0.00,2.27
1322,-0.57,0.00,3.03
1323,-0.52,0.00,3.47
1324,-0.68,0.00,3.96
1325,-0.85,0.00,4.38
1326,-1.05,0.00,4.80
1327,-1.12,0.00,22.22
1328,-0.97,0.00,20.79
1329,-0.30,0.00,2.47
1330,0.88,0.01,3.09
1331,1.78,0.01,1.90
1332,3.07,0.17,1.43
1333,3.77,0.22,1.65
1334,5.20,0.22,1.35
1335,5.85,0.22,1.79
1336,6.23,0.11,1.55
1337,5.85,0.15,19.12
1338,5.12,0.10,18.40
1339,4.72,0.03,17.86
1340,3.48,0.00,17.77
1341,2.53,0.00,17.71
1342,1.87,0.00,17.71
1343,3.32,0.00,0.44
1344,3.02,0.00,1.14
1345,2.75,0.00,2.24
1346,3.28,0.00,2.59
1347,3.83,0.00,2.84
1348,4.47,0.00,2.95
1349,5.00,0.00,2.98
1350,5.02,0.00,3.26
1351,5.18,0.00,20.55
1352,5.47,0.00,18.98
1353,6.27,0.00,0.03
1354,8.22,0.04,0.00
1355,10.30,0.10,0.00
1356,11.22,0.19,0.00
1357,12.47,0.23,0.00
1358,12.70,0.25,0.00
1359,11.65,0.22,0.00
1360,10.88,0.19,0.08
1361,10.43,0.16,16.66
1362,9.97,0.07,15.84
1363,9.18,0.01,15.52
1364,9.27,0.00,14.98
1365,9.43,0.00,14.51
1366,9.95,0.00,13.93
1367,10.17,0.00,0.00
1368,10.45,0.00,0.00
1369,10.45,0.00,0.02
1370,10.52,0.00,0.14
1371,10.47,0.00,0.29
1372,10.60,0.00,0.40
1373,10.72,0.00,0.48
1374,10.78,0.00,0.57
1375,10.87,0.00,17.14
1376,10.90,0.00,15.71
1377,11.03,0.00,0.00
1378,11.20,0.06,0.00
1379,11.38,0.13,0.00
1380,11.63,0.19,0.00
1381,12.03,0.21,0.00
1382,12.45,0.18,0.00
1383,12.63,0.09,0.00
1384,12.63,0.13,0.01
1385,12.63,0.11,15.62
1386,12.40,0.06,14.33
1387,8.38,0.03,15.26
1388,8.33,0.00,14.91
1389,7.97,0.00,14.58
1390,6.80,0.00,14.67
1391,6.42,0.00,0.01
1392,6.25,0.00,0.14
1393,6.33,0.00,0.52
1394,6.50,0.00,0.73
1395,6.33,0.00,0.91
1396,5.72,0.00,1.31
1397,5.85,0.00,1.57
1398,5.15,0.00,2.06
1399,4.90,0.00,19.66
1400,5.10,0.00,18.09
1401,6.17,0.01,0.23
1402,6.87,0.06,0.42
1403,7.72,0.10,0.61
1404,7.28,0.07,0.77
1405,6.47,0.11,0.94
1406,4.05,0.17,1.76
1407,3.60,0.20,2.39
1408,5.05,0.16,2.34
1409,5.28,0.10,19.59
1410,5.07,0.07,18.45
1411,5.10,0.02,17.67
1412,5.10,0.00,17.08
1413,4.97,0.00,16.62
1414,4.83,0.00,16.34
1415,5.37,0.00,0.10
1416,4.45,0.00,0.67
1417,4.48,0.00,1.23
1418,4.90,0.00,1.64
1419,5.28,0.00,1.96
1420,5.03,0.00,2.39
1421,5.53,0.00,2.54
1422,5.92,0.00,2.65
1423,5.92,0.00,19.97
1424,6.33,0.00,18.29
1425,6.83,0.01,0.38
1426,6.98,0.05,0.53
1427,7.62,0.12,0.59
1428,8.48,0.17,0.08
1429,8.63,0.21,0.16
1430,8.92,0.25,0.14
1431,7.53,0.24,0.44
1432,6.63,0.22,1.08
1433,6.27,0.16,18.96
1434,6.77,0.07,17.62
1435,6.53,0.03,17.00
1436,6.47,0.00,16.48
1437,7.25,0.00,15.81
1438,8.28,0.00,14.95
1439,9.12,0.00,0.00
1440,9.12,0.00,0.03
1441,9.27,0.00,0.24
1442,8.95,0.00,0.52
1443,8.60,0.00,0.73
1444,8.17,0.00,0.98
1445,7.52,0.00,1.37
1446,7.07,0.00,1.86
1447,6.73,0.00,19.35
1448,6.63,0.00,17.79
1449,5.58,0.01,0.10
1450,7.90,0.07,0.01
1451,8.62,0.14,0.17
1452,9.52,0.16,0.00
1453,9.95,0.19,0.02
1454,10.62,0.17,0.01
1455,10.72,0.24,0.04
1456,10.72,0.21,0.09
1457,10.13,0.16,16.53
1458,9.13,0.09,15.77
1459,7.45,0.04,15.83
1460,6.42,0.00,15.90
1461,5.17,0.00,15.81
1462,3.20,0.00,16.38
1463,2.73,0.00,0.30
1464,2.93,0.00,0.79
1465,2.38,0.00,1.61
1466,1.78,0.00,2.42
1467,1.68,0.00,3.01
1468,1.23,0.00,3.53
1469,1.60,0.00,3.79
1470,1.22,0.00,4.16
1471,1.55,0.00,21.52
1472,3.13,0.00,19.38
1473,4.53,0.01,0.45
1474,7.27,0.08,0.16
1475,9.72,0.15,0.02
1476,11.60,0.20,0.00
1477,12.30,0.23,0.00
1478,12.85,0.23,0.00
1479,13.58,0.15,0.02
1480,13.80,0.06,0.00
1481,12.93,0.16,14.08
1482,12.78,0.09,13.00
1483,12.55,0.04,13.38
1484,9.27,0.00,14.07
1485,7.43,0.00,14.80
1486,6.33,0.00,14.87
1487,6.38,0.00,0.01
1488,8.52,0.00,0.03
1489,6.97,0.00,0.39
1490,6.52,0.00,0.76
1491,6.72,0.00,0.88
1492,6.12,0.00,1.21
1493,5.82,0.00,1.60
1494,5.58,0.00,2.09
1495,4.82,0.00,19.62
1496,6.63,0.00,17.65
1497,9.65,0.02,0.00
1498,11.55,0.07,0.00
1499,12.83,0.08,0.00
1500,14.77,0.07,0.00
1501,15.83,0.23,0.00
1502,16.67,0.23,0.00
1503,15.53,0.16,0.00
1504,9.90,0.19,0.00
1505,8.38,0.17,16.54
1506,7.52,0.06,16.06
1507,7.62,0.02,15.46
1508,8.30,0.00,14.76
1509,8.45,0.00,14.24
1510,7.90,0.00,14.08
1511,6.73,0.00,0.00
1512,6.53,0.00,0.09
1513,6.88,0.00,0.40
1514,7.35,0.00,0.55
1515,7.35,0.00,0.71
1516,7.40,0.00,0.82
1517,6.97,0.00,1.05
1518,6.88,0.00,1.30
1519,6.63,0.00,18.70
1520,6.92,0.00,16.72
1521,7.55,0.03,0.01
1522,7.78,0.07,0.00
1523,8.28,0.13,0.00
1524,9.35,0.19,0.00
1525,9.47,0.16,0.00
1526,8.85,0.14,0.00
1527,6.25,0.09,0.08
1528,5.57,0.06,0.05
1529,5.77,0.11,15.10
1530,5.63,0.10,14.24
1531,5.13,0.04,15.00
1532,5.32,0.00,14.79
1533,5.58,0.00,14.44
1534,5.57,0.00,14.21
1535,5.78,0.00,0.00
1536,5.95,0.00,0.07
1537,5.88,0.00,0.27
1538,5.97,0.00,0.53
1539,6.25,0.00,0.66
1540,6.35,0.00,0.78
1541,6.20,0.00,0.97
1542,6.28,0.00,1.14
1543,6.03,0.00,18.32
1544,6.35,0.00,16.48
1545,6.00,0.03,0.00
1546,6.63,0.05,0.00
1547,7.32,0.06,0.00
1548,7.73,0.06,0.00
1549,8.02,0.08,0.00
1550,8.53,0.12,0.00
1551,8.98,0.21,0.00
1552,7.15,0.12,0.00
1553,7.43,0.11,12.49
1554,7.37,0.07,12.44
1555,7.38,0.04,13.08
1556,6.85,0.00,13.17
1557,6.32,0.00,13.23
1558,6.13,0.00,13.14
1559,5.85,0.00,0.00
1560,5.57,0.00,0.03
1561,5.32,0.00,0.21
1562,5.17,0.00,0.36
1563,4.82,0.00,0.61
1564,4.82,0.00,0.82
1565,5.02,0.00,0.95
1566,4.88,0.00,1.18
1567,4.63,0.00,18.26
1568,5.37,0.00,16.66
1569,6.17,0.01,0.03
1570,6.85,0.08,0.10
1571,7.70,0.12,0.14
1572,8.83,0.14,0.14
1573,9.07,0.14,0.17
1574,9.67,0.11,0.04
1575,9.12,0.26,0.14
1576,8.60,0.18,0.28
1577,6.92,0.12,17.44
1578,5.40,0.03,16.81
1579,5.20,0.02,16.27
1580,5.33,0.00,15.66
1581,4.15,0.00,15.63
1582,2.83,0.00,15.87
1583,1.85,0.00,0.31
1584,1.88,0.00,0.80
1585,1.43,0.00,1.55
1586,0.82,0.00,2.29
1587,0.38,0.00,2.98
1588,0.72,0.00,3.34
1589,2.28,0.00,3.07
1590,2.98,0.00,3.09
1591,3.32,0.00,20.30
1592,4.13,0.00,18.59
1593,5.08,0.00,0.53
1594,5.08,0.03,0.75
1595,5.18,0.12,1.00
1596,5.52,0.16,0.66
1597,5.93,0.26,0.57
1598,6.42,0.27,0.55
1599,6.90,0.28,0.65
1600,7.15,0.23,0.71
1601,7.77,0.18,17.31
1602,8.77,0.12,15.21
1603,9.95,0.06,14.91
1604,10.47,0.00,14.30
1605,10.85,0.00,13.76
1606,11.32,0.00,13.23
1607,11.32,0.00,0.00
1608,11.17,0.00,0.00
1609,11.13,0.00,0.01
1610,11.30,0.00,0.06
1611,10.55,0.00,0.26
1612,10.35,0.00,0.43
1613,10.22,0.00,0.54
1614,10.08,0.00,0.67
1615,10.82,0.00,17.09
1616,11.05,0.00,15.42
1617,11.33,0.02,0.00
1618,11.67,0.08,0.00
1619,12.43,0.06,0.00
1620,13.28,0.07,0.05
1621,14.25,0.01,0.00
1622,15.85,0.16,0.00
1623,15.47,0.26,0.00
1624,15.02,0.26,0.00
1625,14.42,0.19,13.96
1626,13.05,0.07,13.75
1627,11.90,0.00,13.62
1628,10.15,0.00,13.69
1629,8.67,0.00,13.97
1630,6.78,0.00,14.43
1631,6.87,0.00,0.00
1632,5.65,0.00,0.18
1633,4.48,0.00,0.74
1634,3.28,0.00,1.28
1635,2.10,0.00,2.14
1636,1.80,0.00,2.75
1637,1.73,0.00,3.18
1638,1.13,0.00,3.60
1639,1.00,0.00,21.28
1640,3.42,0.00,18.78
1641,5.75,0.01,0.34
1642,7.80,0.06,0.03
1643,8.85,0.15,0.00
1644,10.40,0.22,0.00
1645,11.47,0.25,0.00
1646,12.00,0.22,0.01
1647,13.13,0.05,0.00
1648,13.42,0.16,0.00
1649,12.05,0.12,13.88
1650,8.22,0.14,15.40
1651,6.38,0.05,15.80
1652,4.70,0.00,16.08
1653,3.37,0.00,16.30
1654,2.48,0.00,16.34
1655,2.10,0.00,0.34
1656,1.08,0.00,1.08
1657,1.32,0.00,1.77
1658,0.65,0.00,2.68
1659,1.40,0.00,2.92
1660,1.43,0.00,3.20
1661,0.37,0.00,4.00
1662,-0.10,0.00,4.47
1663,0.22,0.00,21.89
1664,2.45,0.00,19.47
1665,5.03,0.02,0.58
1666,8.07,0.05,0.49
1667,11.08,0.05,0.09
1668,13.05,0.17,0.00
1669,14.23,0.19,0.00
1670,15.03,0.22,0.00
1671,15.78,0.15,0.00
1672,15.63,0.09,0.00
1673,14.28,0.16,14.29
1674,12.37,0.13,14.00
1675,10.28,0.06,14.65
1676,9.07,0.00,14.73
1677,7.75,0.00,14.84
1678,5.67,0.00,15.38
1679,4.87,0.00,0.09
1680,4.48,0.00,0.54
1681,3.77,0.00,1.11
1682,3.28,0.00,1.81
1683,2.58,0.00,2.56
1684,1.75,0.00,3.34
1685,1.70,0.00,3.73
1686,1.18,0.00,4.11
1687,1.53,0.00,21.59
1688,4.65,0.00,18.81
1689,7.58,0.02,0.13
1690,10.18,0.09,0.06
1691,12.40,0.11,0.00
1692,13.85,0.21,0.00
1693,15.42,0.16,0.00
1694,16.83,0.21,0.00
1695,17.20,0.27,0.00
1696,16.02,0.23,0.00
1697,14.35,0.18,14.33
1698,12.20,0.09,14.32
1699,10.42,0.02,14.56
1700,9.82,0.00,14.30
1701,8.78,0.00,14.34
1702,7.58,0.00,14.41
1703,5.25,0.00,0.06
1704,3.62,0.00,0.58
1705,2.60,0.00,1.28
1706,1.92,0.00,2.17
1707,1.12,0.00,3.02
1708,0.73,0.00,3.55
1709,0.52,0.00,4.07
1710,-0.03,0.00,4.53
1711,0.85,0.00,21.71
1712,3.55,0.00,19.04
1713,6.10,0.03,0.15
1714,8.52,0.10,0.00
1715,11.27,0.18,0.00
1716,13.55,0.23,0.00
1717,14.87,0.21,0.00
1718,15.87,0.23,0.00
1719,16.93,0.27,0.00
1720,16.28,0.25,0.00
1721,15.02,0.13,13.19
1722,13.07,0.13,12.58
1723,10.97,0.06,13.59
1724,9.47,0.00,13.66
1725,6.55,0.00,14.71
1726,4.87,0.00,15.15
1727,4.15,0.00,0.06
1728,3.97,0.00,0.41
1729,3.23,0.00,0.94
1730,3.13,0.00,1.35
1731,2.98,0.00,1.97
1732,3.13,0.00,2.19
1733,2.72,0.00,2.77
1734,1.67,0.00,3.39
1735,2.13,0.00,20.88
1736,4.23,0.00,18.06
1737,6.50,0.03,0.00
1738,8.90,0.09,0.00
1739,11.25,0.16,0.00
1740,13.32,0.24,0.00
1741,14.58,0.27,0.00
1742,15.57,0.23,0.00
1743,15.98,0.26,0.00
1744,15.70,0.24,0.00
1745,15.52,0.13,9.65
1746,14.03,0.10,10.64
1747,10.42,0.06,12.42
1748,10.60,0.00,12.28
1749,10.55,0.00,12.05
1750,8.73,0.00,12.49
1751,6.80,0.00,0.00
1752,6.12,0.00,0.01
1753,4.58,0.00,0.33
1754,5.30,0.00,0.49
1755,5.63,0.00,0.64
1756,5.65,0.00,0.75
1757,5.95,0.00,0.88
1758,6.32,0.00,0.93
1759,6.47,0.00,17.93
1760,7.73,0.00,14.90
1761,9.73,0.04,0.00
1762,11.73,0.10,0.00
1763,13.03,0.18,0.00
1764,14.18,0.23,0.00
1765,15.70,0.25,0.00
1766,16.22,0.20,0.00
1767,16.42,0.11,0.00
1768,16.55,0.06,0.00
1769,15.77,0.09,11.77
1770,13.73,0.13,11.84
1771,11.98,0.06,12.14
1772,10.98,0.00,12.27
1773,10.03,0.00,12.20
1774,8.07,0.00,12.70
1775,7.08,0.00,0.00
1776,5.47,0.00,0.02
1777,4.97,0.00,0.27
1778,3.85,0.00,0.67
1779,3.05,0.00,1.02
1780,2.45,0.00,1.41
1781,1.78,0.00,2.02
1782,1.42,0.00,2.60
1783,2.28,0.00,19.81
1784,4.72,0.00,16.50
1785,7.20,0.04,0.00
1786,10.02,0.05,0.00
1787,12.87,0.15,0.00
1788,15.53,0.19,0.00
1789,16.98,0.27,0.00
1790,18.05,0.16,0.00
1791,19.20,0.13,0.00
1792,19.77,0.14,0.00
1793,18.97,0.10,10.43
1794,13.88,0.13,11.66
1795,10.65,0.05,12.74
1796,8.55,0.01,13.35
1797,7.03,0.00,13.71
1798,5.60,0.00,13.97
1799,4.83,0.00,0.00
1800,4.23,0.00,0.13
1801,3.77,0.00,0.61
1802,4.00,0.00,0.85
1803,3.57,0.00,1.06
1804,3.45,0.00,1.34
1805,3.18,0.00,1.71
1806,2.58,0.00,2.37
1807,3.13,0.00,19.70
1808,5.05,0.00,17.36
1809,6.82,0.03,0.00
1810,9.83,0.11,0.00
1811,11.52,0.20,0.00
1812,12.65,0.25,0.00
1813,12.87,0.24,0.00
1814,13.22,0.05,0.00
1815,13.13,0.16,0.00
1816,13.13,0.17,0.00
1817,12.65,0.10,14.48
1818,11.90,0.06,13.63
1819,10.85,0.04,13.44
1820,9.78,0.01,13.44
1821,9.12,0.00,13.36
1822,9.15,0.00,13.07
1823,9.08,0.00,0.00
1824,9.03,0.00,0.00
1825,8.78,0.00,0.01
1826,7.98,0.00,0.21
1827,7.18,0.00,0.53
1828,6.48,0.00,0.76
1829,6.75,0.00,0.87
1830,6.82,0.00,0.93
1831,6.87,0.00,17.98
1832,7.15,0.00,15.60
1833,7.32,0.04,0.00
1834,8.05,0.11,0.00
1835,9.00,0.15,0.00
1836,9.72,0.19,0.00
1837,10.43,0.22,0.00
1838,11.20,0.29,0.00
1839,11.33,0.28,0.00
1840,10.93,0.27,0.00
1841,10.98,0.21,12.23
1842,11.57,0.13,10.93
1843,11.87,0.06,11.46
1844,11.83,0.01,11.33
1845,11.13,0.00,11.40
1846,11.17,0.00,11.24
1847,11.52,0.00,0.00
1848,11.45,0.00,0.00
1849,11.42,0.00,0.00
1850,11.40,0.00,0.00
1851,11.27,0.00,0.00
1852,11.35,0.00,0.00
1853,11.32,0.00,0.00
1854,11.12,0.00,0.01
1855,11.22,0.00,14.57
1856,11.47,0.00,13.24
1857,11.98,0.01,0.00
1858,12.68,0.03,0.00
1859,13.13,0.07,0.00
1860,13.48,0.05,0.00
1861,13.65,0.08,0.00
1862,13.40,0.03,0.00
1863,13.37,0.08,0.00
1864,13.22,0.13,0.00
1865,12.82,0.06,13.70
1866,12.07,0.07,12.89
1867,11.80,0.04,12.48
1868,11.88,0.01,11.98
1869,11.80,0.00,11.62
1870,11.63,0.00,11.38
1871,11.43,0.00,0.00
1872,11.28,0.00,0.00
1873,11.08,0.00,0.00
1874,10.77,0.00,0.00
1875,10.55,0.00,0.00
1876,10.40,0.00,0.01
1877,10.30,0.00,0.08
1878,10.17,0.00,0.18
1879,10.27,0.00,15.39
1880,10.57,0.00,13.37
1881,11.05,0.05,0.00
1882,11.53,0.12,0.00
1883,12.53,0.19,0.00
1884,12.18,0.25,0.00
1885,12.12,0.28,0.00
1886,12.00,0.23,0.00
1887,11.98,0.19,0.00
1888,11.55,0.25,0.00
1889,11.10,0.21,13.13
1890,11.07,0.09,12.52
1891,11.03,0.02,12.02
1892,11.10,0.01,11.64
1893,10.98,0.00,11.37
1894,10.97,0.00,11.11
1895,10.85,0.00,0.00
1896,10.82,0.00,0.00
